unique_id,job_qry,job_title,company_name,location,summary,salary,link,date,full_text
pj_75c726b5398c746f,UX designer,UI/UX Designer,Jenzabar,NOT_FOUND,NOT_FOUND,['Jenzabar\n\n\n3 reviews'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CVPP8W9GImstOM9RQUalutpinCztg4vO8VdAisxPfy05sZChcpY3nUHorHUpIjGtOxDEeUSTjku2X9AcwGqP0xszjxBMWQvXrNc2qIVZrDz-idc2y3Xvs4sLpH1I6UnOEWF2hPQhJJvY7TTfaEwJfjY28X1GaBcbIGDQ2r9buqgMDB-6YMx8wVEhe2iGF0vozu0UWvzE3poGdPUKA7F94uaZYmKdfaMlvuz8aU_Dd-rMZP6OZEZr41jIpYzIeLz4ftO4AB0qaqmnuQigOOPbe12t1ZSx01mM8FNjjUQGTa2APJDFaQcFcnKnpMbhJuO50_n-rIVwJqphnEKbZTGRiq4LOmjkrk53E1W522655KKwvJYqPYx0c8t3tP7AlHeodS2Q3vW79qKA==&p=5&fvj=0&vjs=3,NOT_FOUND,NOT_FOUND
pj_0a30b9fd9929d306,UX designer,UX Designer,IGS Energy,NOT_FOUND,NOT_FOUND,['IGS Energy\n\n\n134 reviews'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BwAiuUAkNV6qm0r11cDY2ApTjosjuED7tqWqcDXotjVGYQUZpqT7uFd7F6XXu-qWYMd5pmNDJ4FnmJEyeg_reocJYkktbqNUWY0uL82eVJzp4u48Ca_rza8cMROIfzpVEK-U85mqbMXflZAYHIz24Y_6-Yj6FArKVErtEf0DonU5dbO5Vx1I8cFkt87M4SFoaReTToHtl-lWn6PjroX3LkqUyLT2bfkKDCFHkNiuB1JxmO_7oJCjpZLzHheXjGPlu5FSSLmpvVAlF1YVSInHON5wUYWDj7ynbtU8XHub9kSEEMrFQNmiZO8pbSORlRw715HFrkrlPcl2zphCoR6WRYuoVv-xjSp8ur7NGKDisVEoRJ7mN4cPcAgVyoosZSgsdvbEE583v2-sqfE0KtPKBKu8RU4gIfdMAZzik_cvajH0Abbw5NJ4veZuLkBKT9CqMpApMFwjYIIzIQjMe6rf0rMaBQOR7Zn2Q=&p=6&fvj=0&vjs=3,NOT_FOUND,NOT_FOUND
p_1300ca89604490a2,UX designer,UX Designer - MuleSoft,Salesforce,"San Francisco, CA 94105 (Financial District area)",NOT_FOUND,['Salesforce\n\n\n470 reviews'],/web/20190708110011/https://www.indeed.com/rc/clk?jk=1300ca89604490a2&fccid=4027cfd917e1ee29&vjs=3,30+ days ago,NOT_FOUND
p_c5f66e740186e9a7,UX designer,UX Designer,Kaplan,"New York, NY 10019 (Midtown area)",NOT_FOUND,"['Kaplan\n\n\n1,631 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=c5f66e740186e9a7&fccid=4ffdd90de5b0ef8f&vjs=3,1 hour ago,NOT_FOUND
p_04b8896586b6be39,UX designer,UX Designer,Apple,"Santa Clara Valley, CA",NOT_FOUND,"['Apple\n\n\n7,670 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=04b8896586b6be39&fccid=c1099851e9794854&vjs=3,30+ days ago,NOT_FOUND
p_46baa0fb0c35a738,UX designer,Research - UX Designer,IBM,United States,NOT_FOUND,"['IBM\n\n\n25,952 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=46baa0fb0c35a738&fccid=de71a49b535e21cb&vjs=3,10 days ago,NOT_FOUND
p_854d7d0be3a58390,UX designer,IBM Research - UI Designer,IBM,United States,NOT_FOUND,"['IBM\n\n\n25,952 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=854d7d0be3a58390&fccid=de71a49b535e21cb&vjs=3,10 days ago,NOT_FOUND
p_78206737901e9de0,UX designer,Full Time Opportunities for Students or Recent Graduates: UX Design & Research,Microsoft,"Redmond, WA",NOT_FOUND,"['Microsoft\n\n\n5,804 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=78206737901e9de0&fccid=734cb5a01ee60f80&vjs=3,1 day ago,NOT_FOUND
p_c527d022e6f84a61,UX designer,UI/UX Designer,Harvard University,"Boston, MA",NOT_FOUND,['Harvard University\n\n\n739 reviews'],/web/20190708110011/https://www.indeed.com/rc/clk?jk=c527d022e6f84a61&fccid=5507a64404691526&vjs=3,30+ days ago,NOT_FOUND
p_251976ba862017d0,UX designer,User Experience Designer,Twitch,"San Francisco, CA",NOT_FOUND,['Twitch\n\n\n72 reviews'],/web/20190708110011/https://www.indeed.com/rc/clk?jk=251976ba862017d0&fccid=e21f6affbb4bb0b2&vjs=3,12 hours ago,NOT_FOUND
p_ec40c0531caa993e,UX designer,Marquee Engineering - UX Designer,Goldman Sachs,"New York, NY 10282 (Tribeca area)",NOT_FOUND,"['Goldman Sachs\n\n\n1,423 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=ec40c0531caa993e&fccid=16a97ed26c75bf2d&vjs=3,12 days ago,NOT_FOUND
p_9a2693735718442d,UX designer,Technical UX Designer,Apple,"Santa Clara Valley, CA",NOT_FOUND,"['Apple\n\n\n7,670 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=9a2693735718442d&fccid=c1099851e9794854&vjs=3,30+ days ago,NOT_FOUND
pj_f0348e40d8aae255,UX designer,UX Designer,"LifeLens Technologies, LLC",NOT_FOUND,NOT_FOUND,"['LifeLens Technologies, LLC']",/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0By8tAgNrmoPaAPGKsUsT9AE4jaU0kPakbHbBPOF215DI__Ht3srcSTnRMIItANNzNx6VwypB71GvZAMD4z6JaiT8ptUQDpcEM8T42IFMyzxeCu5fR58YAb2e96E7_VKewDEGZYValnB9J0EPjOFuWiOTxZDJu6xczrzLsVRbDDXbYEYtF7hgKI8XtiCDRg5Kj-TdTWpRKcTTFtzQEAFgvSJorJvzaKdk3WHB5eqcn0WpP_kyLiuZrhKkUH_WNaBnF_GxgmMmyg2XBmTHNaTNhjXOsMH_E14fGCkw1y9tZqK9XMgtVOJ81NgdaTTLXIM5Ex32M_UQWrbO25bX1Xe7HFzdPjKZzW8qUO7ULfR5hWqCqPU7HuWf1x4WYVYsy3ThoCJZwPAhRr8UJHqC1Yrkphx0U3_byTl2g=&p=17&fvj=1&vjs=3,NOT_FOUND,NOT_FOUND
pj_4106b2d64d8fdbd5,UX designer,Senior UX Designer,Duo Consulting,NOT_FOUND,NOT_FOUND,['Duo Consulting'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AUgTDAYxuIHnKyby9-dqd8EVXW5yx3DUMR9dupUEBJK1foy21_wBhIdTT8RrAjFZVAchmGcktT4L88J44V4CnWb5i93H3qAr9sCuCVP9vH04DiX8kX42BGK3OspI7PZNx3sJGKl_wIEVjpSvvqYF6C7fvYbJTuauvOUEVYt4MKpTBM7r-J0XfkcE0FpGeEIu_67BWF0WuT9s89IV-ATnz568vmaKvqnW9eXiJMpMQKdGK9bjVSQD6R4OZtWfzqnzVJTQct10-0pcUmConxjsrf3UxkkpJ3_1i5JHKdODg6yuQVGxmW7UYJB-4-mVrg5AQgA0SvwXUsTlcUHI0ayg7LU_4cAwhClxJgtTxrI6DoLb5TrBP5kArQFErzjcBMUm5MhubH2Af1ZpT0UmDQ1fcJ0OQ_XqtcRZPCL3Wi7b-aaA==&p=18&fvj=1&vjs=3,NOT_FOUND,NOT_FOUND
pj_116362efe499ee7f,UX designer,UX Designer,Indeed Prime,NOT_FOUND,NOT_FOUND,['Indeed Prime'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ2RjSBnfHw4gS8ZdlOOq-xyxEdLXKFyxmW4XrSbRZ_A8ntAc7HmI8UaiLGEKCiFrPHEkUZzFhSwke_TpnTdD8nVrFVIy5hfVUC2o4yAOJeVDcl9qwdla6ZFhTfPFi7Sn6Bkz7o73kGQltyz-6roFHtxm7RH4L7-x6f79Q539XK4Hpuw73w9u6qOwACbdXri2PBf0Yb5vGA7YtPwSM_qOCiJOQnfDUzniIs2uiEAXYw6T-sQeerBYAKvF0HQzuHeVkBXxRMU0XF5OO9G0U2MKwsBeQC8VaWCAqdOYTDBBjgXSgxwTZpglDF5yq7fpap1_Uco5s1BxZThD4cee240ZJ0OnqrBiXodj1034Uwam6ayHkluCjaF4N28UzzgH68z6T3JzcPtVJTEGbvgt1JFk_mVIF7_8TTKZRrVUbWZs_5IJrP4XIyOdSfhxXdztUJdOa-wRX8BZYlES-Ge832JZa-iq9U0HtQRgVt-8k_uqWVvje8QayPleI3JeQprk21WK9W4X5LEbT6K9&p=0&fvj=1&vjs=3,NOT_FOUND,NOT_FOUND
pj_462c1a1d5092f571,UX designer,Performance UI UX Designer,SocialCatfish.com,NOT_FOUND,NOT_FOUND,['SocialCatfish.com'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BlAmt0PEe-fhcsgh3BWA_84bPsvRqXBy1-tDOSiE6ma5zJHBLZjtt_u7PI_pzRj_C4bOtAJIu3WoizcVt7W9IkpxiKLAAzsoe08GrnofgmpF5aGFehgmcVup1IilzGNB3mazJhw6sPnaOpU67DWC7BNZhyVjYJUg6zWXNV8jhhxZYb84zbTpNXObxkuEIC3KVyahOHeaB-8kLbCxHSN7ZHXB8aeusi6vx0-fYufW2DQ6rDyXB_5RgNmUXB9-kIMVTsFNzHF5Mn0b-oJzB9WDCpmetVUaLHTdAAxicHTFHjlikF7sopOGnigP4vGDyo2wHGJOdMkBb4Jrq9Dv4uh8xAwSut4SC2OXYmUrFhuTT3qboU5KuZcgnuyExmQdIzk8MtG8bTJOiTyk6akwOjd8Xw-6_5UTMk2RQB9tG5dVWMGC6eL1xSStv4&p=1&fvj=1&vjs=3,NOT_FOUND,NOT_FOUND
pj_3349650562c43cb1,UX designer,User Experience Designer,Bose,NOT_FOUND,NOT_FOUND,['Bose\n\n\n808 reviews'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A4e68v7A5bd6NQyYY-CBJYghmf0tznkQiwZguXKUVLUsaJ2pT80X3ZkXHlV5i_oLPm0TcAz__LoqPWHa9zWp8njiyj1EXC7mPvBgHqndOlOaPlsbog_8mKCn0pV78GRg_FbSyMC5Q-xIRz8v062bNzJ1imgVH3pY4B0ha5zcFIPErrkYlSd3d7_4s81ginA3RGIGEJ3F-3tqHnOEhDS9njVcy1bNn3tDZKe3viSaCEX6FpSwMn687JtEiPoFwg7pxRG-YteSNKS0B_1gyh4bEom-KZdiF_BX8xoXL1t5Tfw47bLkh6cKaeFBscnT23exgcYn8wjtUOnYcNk5EhYx-knURx2gwaU3L0uFoh9FpF0eeeo2AiWgY2oKCiZHtDQwpLlxaopWlKLfO18_OPQwG8g5blA-HbDB9E2F9vr4v8zXnHIrD4R3kPh0gt9kzxsMWYX-_SPHlFMo_pm5jfEkTjMNjZg3OOnuyNX7mgyv4I-80X3umZ0jbDAOPhaaC9MmnRxIpU3RLY-Pk995A44og7YSLBJbcZpkkRBBmBZzIHtIdWiz_tTFLWugaDUO885l3HTIZ28I97qovawJjwjB_R&p=2&fvj=0&vjs=3,NOT_FOUND,NOT_FOUND
pj_1c6da3cd06818bff,UX designer,"UI/UX Designer - Houston, TX",Fleetworthy Solutions,NOT_FOUND,NOT_FOUND,['Fleetworthy Solutions\n\n\n8 reviews'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaxQi5EMCgTI4wP02s-LM9UPo7cJ_H8pLaFSY8njDeysPIy2kIUx5FfNNJp-oof2pGxdNzDHlEJjyYkIvMCgFZNG7kVdO8w6wUI2UctAK82XAal9WN0NuPdg_OTCz0231f-zU49ZNmaINfOP3dijTrP2ZN03MWvZ2TPYfoCOEfJhEKxE79kAm39GrFn3a641yYpJirDkESNT2p5Tim6UWsAhI5HncSC5vMKVS5_uf47edGfXu812b865wgYzoNx8pttBglsfina5k4RFezsHrVeHa3Lii01Vix0omxTJBox0_mNP0luMGJxJ46g3V9mwUaJTYiMP0L4b5_INYr7qVdkTmdPQUDVSFaMV20n_EyykAwtXflTuouLKkDvx-EO4wKdg2j_XXp7WixARDxII30CkeG6PJruq6K-F5WhBcdnhssCZDF6a9X&p=3&fvj=1&vjs=3,NOT_FOUND,NOT_FOUND
pj_3accb934d8af2412,UX designer,Lead UX Designer,"RevolutionParts, Inc.",NOT_FOUND,NOT_FOUND,"['RevolutionParts, Inc.']",/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DU0w8EreRS7fHKrzNMw76UTDMJ_4OGKGQYvcv8ATDBtqa_66eI8KaMAQtYTay48zZ2W547XUd2sNKMP3SfYP4RP3D7nWGhNU3rKTu7Q7OWraKSEt8VkWxXj79FnukCrrlPOcW-x8kB0iWZWxcYVzbTHRV4OChEmFbN3aUkp3b8xUu3LyO7jkKD9CZBw76QxIqZ8tWFXubi5P1MXhC1sG9JYiQt72nS2MIssJJ23lndFsQiTuJW9pi-lUFgacIpUyh32YXyVCl0-8jEH1n4HXwWuNN4ArPTWUmO0IeKp_viJtAenqLi8cbI5DZzeLRqvKUmAHZCPB6LarMkP7T4wIoLCV1S6x-jB7lyHGL3gyGaERaY2HtBn_S3oO0PCwFmSVS3jo0vwxSMemnkOA9lvyDC92dzhC0B-CbaYNOF6_YoaGgWStpxrT4A8Ld4hEHwhXygYnuFWbI0kDaVliVMkjk4oL5Sdzij9VSRcyYZx9XL9hOeR3L3S_nd&p=4&fvj=0&vjs=3,NOT_FOUND,NOT_FOUND
pj_75c726b5398c746f,UX designer,UI/UX Designer,Jenzabar,NOT_FOUND,NOT_FOUND,['Jenzabar\n\n\n3 reviews'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CVPP8W9GImstOM9RQUalutpinCztg4vO8VdAisxPfy05sZChcpY3nUHorHUpIjGtOxDEeUSTjku2X9AcwGqP0xszjxBMWQvXrNc2qIVZrDz-idc2y3Xvs4sLpH1I6UnOEWF2hPQhJJvY7TTfaEwJfjY28X1GaBcbIGDQ2r9buqgMDB-6YMx8wVEhe2iGF0vozu0UWvzE3poGdPUKA7F94uaZYmKdfaMlvuz8aU_Dd-rMZP6OZEZr41jIpYzIeLz4ftO4AB0qaqmnuQigOOPbe12t1ZSx01mM8FNjjUQGTa2APJDFaQcFcnKnpMbhJuO50_n-rIVwJqphnEKbZTGRiq4LOmjkrk53E1W522655KKwvJYqPYx0c8t3tP7AlHeodS2Q3vW79qKA==&p=5&fvj=0&vjs=3,NOT_FOUND,NOT_FOUND
pj_0a30b9fd9929d306,UX designer,UX Designer,IGS Energy,NOT_FOUND,NOT_FOUND,['IGS Energy\n\n\n134 reviews'],/web/20190708110011/https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BwAiuUAkNV6qm0r11cDY2ApTjosjuED7tqWqcDXotjVGYQUZpqT7uFd7F6XXu-qWYMd5pmNDJ4FnmJEyeg_reocJYkktbqNUWY0uL82eVJzp4u48Ca_rza8cMROIfzpVEK-U85mqbMXflZAYHIz24Y_6-Yj6FArKVErtEf0DonU5dbO5Vx1I8cFkt87M4SFoaReTToHtl-lWn6PjroX3LkqUyLT2bfkKDCFHkNiuB1JxmO_7oJCjpZLzHheXjGPlu5FSSLmpvVAlF1YVSInHON5wUYWDj7ynbtU8XHub9kSEEMrFQNmiZO8pbSORlRw715HFrkrlPcl2zphCoR6WRYuoVv-xjSp8ur7NGKDisVEoRJ7mN4cPcAgVyoosZSgsdvbEE583v2-sqfE0KtPKBKu8RU4gIfdMAZzik_cvajH0Abbw5NJ4veZuLkBKT9CqMpApMFwjYIIzIQjMe6rf0rMaBQOR7Zn2Q=&p=6&fvj=0&vjs=3,NOT_FOUND,NOT_FOUND
p_1300ca89604490a2,UX designer,UX Designer - MuleSoft,Salesforce,"San Francisco, CA 94105 (Financial District area)",NOT_FOUND,['Salesforce\n\n\n470 reviews'],/web/20190708110011/https://www.indeed.com/rc/clk?jk=1300ca89604490a2&fccid=4027cfd917e1ee29&vjs=3,30+ days ago,NOT_FOUND
p_c5f66e740186e9a7,UX designer,UX Designer,Kaplan,"New York, NY 10019 (Midtown area)",NOT_FOUND,"['Kaplan\n\n\n1,631 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=c5f66e740186e9a7&fccid=4ffdd90de5b0ef8f&vjs=3,1 hour ago,NOT_FOUND
p_04b8896586b6be39,UX designer,UX Designer,Apple,"Santa Clara Valley, CA",NOT_FOUND,"['Apple\n\n\n7,670 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=04b8896586b6be39&fccid=c1099851e9794854&vjs=3,30+ days ago,NOT_FOUND
p_46baa0fb0c35a738,UX designer,Research - UX Designer,IBM,United States,NOT_FOUND,"['IBM\n\n\n25,952 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=46baa0fb0c35a738&fccid=de71a49b535e21cb&vjs=3,10 days ago,NOT_FOUND
p_854d7d0be3a58390,UX designer,IBM Research - UI Designer,IBM,United States,NOT_FOUND,"['IBM\n\n\n25,952 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=854d7d0be3a58390&fccid=de71a49b535e21cb&vjs=3,10 days ago,NOT_FOUND
p_78206737901e9de0,UX designer,Full Time Opportunities for Students or Recent Graduates: UX Design & Research,Microsoft,"Redmond, WA",NOT_FOUND,"['Microsoft\n\n\n5,804 reviews']",/web/20190708110011/https://www.indeed.com/rc/clk?jk=78206737901e9de0&fccid=734cb5a01ee60f80&vjs=3,1 day ago,NOT_FOUND
